p.fit,p.df,p.outfitMSQ,p.infitMSQ,p.outfitZ,p.infitZ,person,rebl_score,prolificID
40.65998890976933,26,1.5638457272988204,1.324866234150547,1.3357386187591809,1.3366004448332502,P1,-0.19091584253953067,53c04378fdf99b360e022d92
35.65093124407304,26,1.3711896632335785,1.2097677731196386,0.7921499359580647,0.5455477655662854,P2,-3.482580186782056,5484620efdf99b0379939c6a
13.259517636142403,26,0.5099814475439386,0.714491445189709,-1.3165915686993854,-1.2692548848549678,P3,-0.43065131926966205,549b8ef4fdf99b4ffa5fa0c9
32.383216998034776,26,1.2455083460782606,1.2970111972555534,0.6268151901313979,1.1613518125339146,P4,-0.9285868308317641,5589565cfdf99b6bd06016dc
11.542106916607493,26,0.44392718910028817,0.6011429956682988,-1.6398360254752598,-1.9193275516549915,P5,-0.19091584253953067,558de4bffdf99b0cad9683ba
8.311096064782058,26,0.31965754095315607,0.5215923826460632,-1.0098101109063142,-1.8169870436855944,P6,-1.7743049345484487,558fd02cfdf99b39cb035e5d
23.184292835170112,26,0.8917035705834658,0.97697857620701,-0.12399940445854729,-0.01783115836735287,P7,0.2819545570933053,55900dcffdf99b3f7aada3f5
15.886611735272101,26,0.6110235282796962,0.7639476101152441,-0.8376691088283326,-0.9884138916628903,P8,0.5190574475397466,559c192bfdf99b218a61f57f
71.85208378334288,26,2.763541683974726,1.2123742736511232,2.7910245820460506,0.9057410961503061,P9,0.5190574475397466,559fa17cfdf99b69c369d364
14.041643986522597,26,0.5400632302508691,0.7121873302856611,-1.2546151454759515,-1.2912938128382108,P10,-0.19091584253953067,55abb1a5fdf99b501fab62e3
13.502601665034557,26,0.51933083327056,0.7547551438954354,-0.8702771662431221,-0.9180854819971427,P11,-1.1929429528068487,55b249bdfdf99b28e3c14b05
14.970869470496927,26,0.5758026719421895,0.7520066100282956,-0.6918325395347891,-1.0378284374292481,P12,1.0042296020101076,55b47001fdf99b615b12d66c
48.30951305052293,26,1.858058194250882,1.3743298359628278,1.4204450381851697,1.3465669990114757,P13,-1.1929429528068487,55bfa58afdf99b339da508c2
20.39407861213564,26,0.7843876389282939,0.8979200018679417,-0.14199600206804894,-0.3524652213095057,P14,1.2569419661424064,55c4fc3dfdf99b559867a416
11.85119111098597,26,0.45581504273022966,0.618909492024508,-1.5893599420940008,-1.813923057445693,P15,-0.19091584253953067,55c6bd08fdf99b7ba403d54f
18.861721350173184,26,0.7254508211605071,0.836124436511476,-0.6178133184228205,-0.6584922505874239,P16,0.04593196979145979,55cce6ea34e90600058d1e6d
25.20391379936447,26,0.9693812999755566,1.1775860515791232,0.07877605583499957,0.775508119330853,P17,-0.6756166576408761,55d1955dcc2b1800102be8e3
29.580752160514955,26,1.1377212369428829,1.1099173971845038,0.45619820880976336,0.5284104447591231,P18,-0.43065131926966205,55d7e6f669dbc30012b6826e
14.039019039805643,26,0.5399622707617555,1.057600147786012,0.0512898381276225,0.27463114562675894,P19,-2.920205780299712,55d8389069dbc30005b67b57
17.81172147462227,26,0.685066210562395,0.9746053986680476,-0.5578592116641711,-0.017507854885015037,P20,-0.9285868308317641,55ea70c37480920010aa9982
20.456683219942935,26,0.7867955084593437,0.7547889529318137,-0.30409528006614717,-0.9807926873698246,P21,-0.9285868308317641,5610c4ea7ffc8a0005811504
13.717850159080676,26,0.527609621503103,0.7582134252367816,-1.0057852639801443,-0.9644364342157258,P22,-0.9285868308317641,56228c48ed6e5a0005c7fdd6
98.25087385399316,26,3.7788797636151212,1.5580184297413762,3.8001846587694104,2.0634416815264602,P23,0.5190574475397466,5622e4dced6e5a0005c80078
61.76823118906378,26,2.3757011995793764,1.1827862878831104,2.6147994147077567,0.8110383453344012,P24,0.04593196979145979,562e4469733ea00005163785
25.84731314539141,26,0.9941274286689004,0.9953721828530221,0.13508336365117035,0.061413505294757836,P25,-0.6756166576408761,56492ba96902220005c4a768
14.752421978801664,26,0.5674008453385255,0.7864985629148593,-0.8849691196066002,-0.8311856575942588,P26,-0.9285868308317641,56494d5b6902220012c4acb7
31.229919901656906,26,1.2011507654483426,1.2842531089981741,0.5940469134508681,1.184432330588134,P27,-0.43065131926966205,5654171504212700054a12ad
19.748379323144707,26,0.7595530508901811,0.97302958168724,-0.4786504432756515,-0.034675826887554856,P28,0.2819545570933053,5662218473ac8700058095b1
16.745016741773288,26,0.6440391054528187,0.7593502762745631,-0.848895827333384,-1.03617939450014,P29,-0.43065131926966205,566a19b57da035000fb39b89
46.80295250905553,26,1.8001135580405974,1.2478912188184268,1.7045206505643542,1.0527445680919314,P30,-0.43065131926966205,5680eeb5c5767f00121ccc0f
7.755148611224676,26,0.29827494658556447,0.621427438032277,-0.5489427653006143,-1.0846322375493922,P31,-2.4791151204291944,5687bbe7369319000c269af0
